"filename", "language", "Django txt", "XML", "Markdown", "JSON", "Ini", "C#", "ShaderLab", "HLSL", "Django HTML", "comment", "blank", "total"
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\TextButtonTransition.cs", "C#", 0, 0, 0, 0, 0, 38, 0, 0, 0, 20, 12, 70
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\TextToggleIsOnTransition.cs", "C#", 0, 0, 0, 0, 0, 41, 0, 0, 0, 26, 19, 86
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\changelog.txt", "Django txt", 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 357
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\link.xml", "XML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\readme.txt", "Django txt", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 77
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Behaviors\AIDestinationSetter.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 0, 0, 15, 5, 40
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Behaviors\Patrol.cs", "C#", 0, 0, 0, 0, 0, 32, 0, 0, 0, 16, 12, 60
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\CHANGELOG.md", "Markdown", 0, 0, 1804, 0, 0, 0, 0, 0, 0, 0, 103, 1907
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\AIBase.cs", "C#", 0, 0, 0, 0, 0, 326, 0, 0, 0, 312, 104, 742
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\AILerp.cs", "C#", 0, 0, 0, 0, 0, 313, 0, 0, 0, 236, 106, 655
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\AIPath.cs", "C#", 0, 0, 0, 0, 0, 222, 0, 0, 0, 216, 78, 516
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\IAstarAI.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 0, 0, 330, 26, 387
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\NavmeshController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\RichAI.cs", "C#", 0, 0, 0, 0, 0, 285, 0, 0, 0, 195, 94, 574
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\RichPath.cs", "C#", 0, 0, 0, 0, 0, 581, 0, 0, 0, 157, 156, 894
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\Seeker.cs", "C#", 0, 0, 0, 0, 0, 225, 0, 0, 0, 304, 74, 603
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\TurnBasedAI.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 4, 26
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AstarData.cs", "C#", 0, 0, 0, 0, 0, 412, 0, 0, 0, 228, 109, 749
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AstarMath.cs", "C#", 0, 0, 0, 0, 0, 799, 0, 0, 0, 483, 247, 1529
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AstarPath.cs", "C#", 0, 0, 0, 0, 0, 844, 0, 0, 0, 1013, 306, 2163
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\GraphUpdateScene.cs", "C#", 0, 0, 0, 0, 0, 209, 0, 0, 0, 132, 58, 399
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\GraphUpdateShape.cs", "C#", 0, 0, 0, 0, 0, 96, 0, 0, 0, 32, 16, 144
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\AnimationLink.cs", "C#", 0, 0, 0, 0, 0, 98, 0, 0, 0, 1, 24, 123
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ArrayPool.cs", "C#", 0, 0, 0, 0, 0, 112, 0, 0, 0, 68, 19, 199
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\AstarDebugger.cs", "C#", 0, 0, 0, 0, 0, 233, 0, 0, 0, 35, 77, 345
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\BinaryHeap.cs", "C#", 0, 0, 0, 0, 0, 191, 0, 0, 0, 82, 52, 325
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\Draw.cs", "C#", 0, 0, 0, 0, 0, 71, 0, 0, 0, 1, 20, 92
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\EditorResourceHelper.cs", "C#", 0, 0, 0, 0, 0, 73, 0, 0, 0, 10, 15, 98
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphEditorBase.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 2, 11
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphModifier.cs", "C#", 0, 0, 0, 0, 0, 119, 0, 0, 0, 57, 29, 205
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphUpdateProcessor.cs", "C#", 0, 0, 0, 0, 0, 229, 0, 0, 0, 65, 61, 355
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphUtilities.cs", "C#", 0, 0, 0, 0, 0, 146, 0, 0, 0, 100, 26, 272
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\HierarchicalGraph.cs", "C#", 0, 0, 0, 0, 0, 222, 0, 0, 0, 77, 48, 347
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\Int3.cs", "C#", 0, 0, 0, 0, 0, 220, 0, 0, 0, 32, 63, 315
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ListPool.cs", "C#", 0, 0, 0, 0, 0, 115, 0, 0, 0, 74, 23, 212
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\MovementUtilities.cs", "C#", 0, 0, 0, 0, 0, 71, 0, 0, 0, 77, 27, 175
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\NodeLink.cs", "C#", 0, 0, 0, 0, 0, 116, 0, 0, 0, 16, 26, 158
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\NodeLink2.cs", "C#", 0, 0, 0, 0, 0, 220, 0, 0, 0, 32, 57, 309
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\NodeLink3.cs", "C#", 0, 0, 0, 0, 0, 228, 0, 0, 0, 18, 68, 314
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ObjectPool.cs", "C#", 0, 0, 0, 0, 0, 65, 0, 0, 0, 56, 11, 132
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathInterpolator.cs", "C#", 0, 0, 0, 0, 0, 144, 0, 0, 0, 27, 36, 207
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathPool.cs", "C#", 0, 0, 0, 0, 0, 65, 0, 0, 0, 11, 13, 89
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathProcessor.cs", "C#", 0, 0, 0, 0, 0, 337, 0, 0, 0, 137, 110, 584
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathReturnQueue.cs", "C#", 0, 0, 0, 0, 0, 42, 0, 0, 0, 20, 12, 74
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\StackPool.cs", "C#", 0, 0, 0, 0, 0, 46, 0, 0, 0, 40, 13, 99
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ThreadControlQueue.cs", "C#", 0, 0, 0, 0, 0, 179, 0, 0, 0, 61, 44, 284
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\WindowsStoreCompatibility.cs", "C#", 0, 0, 0, 0, 0, 111, 0, 0, 0, 15, 23, 149
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\WorkItemProcessor.cs", "C#", 0, 0, 0, 0, 0, 166, 0, 0, 0, 129, 43, 338
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Nodes\GraphNode.cs", "C#", 0, 0, 0, 0, 0, 330, 0, 0, 0, 385, 97, 812
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Path.cs", "C#", 0, 0, 0, 0, 0, 381, 0, 0, 0, 361, 111, 853
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\PathHandler.cs", "C#", 0, 0, 0, 0, 0, 100, 0, 0, 0, 76, 34, 210
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOAgent.cs", "C#", 0, 0, 0, 0, 0, 552, 0, 0, 0, 236, 185, 973
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOCoreObstacle.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 0, 9, 7, 28
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOCoreSimulator.cs", "C#", 0, 0, 0, 0, 0, 408, 0, 0, 0, 355, 125, 888
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOLine.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 2, 13
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOQuadtree.cs", "C#", 0, 0, 0, 0, 0, 179, 0, 0, 0, 32, 30, 241
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\JsonConverters.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\JsonSerializer.cs", "C#", 0, 0, 0, 0, 0, 581, 0, 0, 0, 154, 175, 910
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\SimpleJsonReplacement.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\SimpleZipReplacement.cs", "C#", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 18, 80
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\TinyJson.cs", "C#", 0, 0, 0, 0, 0, 365, 0, 0, 0, 30, 53, 448
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\astarclasses.cs", "C#", 0, 0, 0, 0, 0, 486, 0, 0, 0, 517, 140, 1143
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Documentation\documentation.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 15380, 0, 1665, 17045
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Documentation\index.md", "Markdown", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AIBaseEditor.cs", "C#", 0, 0, 0, 0, 0, 107, 0, 0, 0, 3, 23, 133
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AILerpEditor.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 34
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AnimationLinkEditor.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AstarPathEditor.cs", "C#", 0, 0, 0, 0, 0, 1081, 0, 0, 0, 107, 304, 1492
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AstarUpdateChecker.cs", "C#", 0, 0, 0, 0, 0, 228, 0, 0, 0, 36, 44, 308
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AstarUpdateWindow.cs", "C#", 0, 0, 0, 0, 0, 81, 0, 0, 0, 1, 22, 104
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\CustomGraphEditorAttribute.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 0, 4, 4, 20
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\Navmesh.cginc", "HLSL", 0, 0, 0, 0, 0, 0, 0, 51, 0, 19, 8, 78
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\Navmesh.shader", "ShaderLab", 0, 0, 0, 0, 0, 0, 89, 0, 0, 2, 28, 119
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\NavmeshOutline.shader", "ShaderLab", 0, 0, 0, 0, 0, 0, 70, 0, 0, 3, 15, 88
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\GraphEditor.cs", "C#", 0, 0, 0, 0, 0, 105, 0, 0, 0, 14, 25, 144
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\GridGeneratorEditor.cs", "C#", 0, 0, 0, 0, 0, 604, 0, 0, 0, 20, 150, 774
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\LayerGridGraphEditor.cs", "C#", 0, 0, 0, 0, 0, 52, 0, 0, 0, 4, 19, 75
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\NavMeshGeneratorEditor.cs", "C#", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 10, 38
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\PointGeneratorEditor.cs", "C#", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 15, 57
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\RecastGraphEditor.cs", "C#", 0, 0, 0, 0, 0, 193, 0, 0, 0, 12, 58, 263
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphUpdateSceneEditor.cs", "C#", 0, 0, 0, 0, 0, 257, 0, 0, 0, 11, 51, 319
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyAIPathEditor2.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyEditorHelper2.cs", "C#", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 30
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyRVOControllerEditor2.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyRichAIEditor2.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\ModifierEditors\RaycastModifierEditor.cs", "C#", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 32
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\ModifierEditors\SmoothModifierEditor.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 7, 46
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\NavmeshCutEditor.cs", "C#", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 10, 60
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVOControllerEditor.cs", "C#", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 9, 65
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVONavmeshEditor.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVOSimulatorEditor.cs", "C#", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 3, 25
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVOSquareObstacleEditor.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RecastMeshObjEditor.cs", "C#", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 11, 65
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\SeekerEditor.cs", "C#", 0, 0, 0, 0, 0, 115, 0, 0, 0, 3, 21, 139
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\GroupController.cs", "C#", 0, 0, 0, 0, 0, 100, 0, 0, 0, 10, 30, 140
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\LightweightRVO.cs", "C#", 0, 0, 0, 0, 0, 219, 0, 0, 0, 43, 57, 319
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\RVOAgentPlacer.cs", "C#", 0, 0, 0, 0, 0, 36, 0, 0, 0, 6, 16, 58
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\RVOExampleAgent.cs", "C#", 0, 0, 0, 0, 0, 131, 0, 0, 0, 30, 36, 197
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example12_Procedural\ProceduralGridMover.cs", "C#", 0, 0, 0, 0, 0, 193, 0, 0, 0, 124, 48, 365
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example12_Procedural\ProceduralWorld.cs", "C#", 0, 0, 0, 0, 0, 175, 0, 0, 0, 52, 55, 282
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example13_Moving\BezierMover.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 0, 0, 6, 15, 74
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example13_Moving\LocalSpaceGraph.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 4, 26
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example13_Moving\LocalSpaceRichAI.cs", "C#", 0, 0, 0, 0, 0, 26, 0, 0, 0, 30, 6, 62
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\Astar3DButton.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 4, 19
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\HexagonTrigger.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 0, 0, 2, 6, 39
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\TurnBasedDoor.cs", "C#", 0, 0, 0, 0, 0, 50, 0, 0, 0, 9, 14, 73
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\TurnBasedManager.cs", "C#", 0, 0, 0, 0, 0, 119, 0, 0, 0, 23, 40, 182
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example16_RVO 2D\ExampleMover.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 5, 26
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example3_Recast_Navmesh1\MecanimBridge.cs", "C#", 0, 0, 0, 0, 0, 75, 0, 0, 0, 44, 30, 149
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example8_PathTypes\PathTypesDemo.cs", "C#", 0, 0, 0, 0, 0, 264, 0, 0, 0, 36, 75, 375
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example8_PathTypes\SquareShader.shader", "ShaderLab", 0, 0, 0, 0, 0, 0, 95, 0, 0, 5, 11, 111
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\AstarSmoothFollow2.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 5, 39
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\DoorController.cs", "C#", 0, 0, 0, 0, 0, 38, 0, 0, 0, 9, 13, 60
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\DynamicGridObstacle.cs", "C#", 0, 0, 0, 0, 0, 110, 0, 0, 0, 61, 33, 204
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\ManualRVOAgent.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 8, 8, 37
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\MineBotAI.cs", "C#", 0, 0, 0, 0, 0, 32, 0, 0, 0, 14, 6, 52
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\MineBotAnimation.cs", "C#", 0, 0, 0, 0, 0, 32, 0, 0, 0, 31, 11, 74
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\NavmeshClamp.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 10, 7, 56
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\ObjectPlacer.cs", "C#", 0, 0, 0, 0, 0, 52, 0, 0, 0, 14, 13, 79
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\RecastTileUpdate.cs", "C#", 0, 0, 0, 0, 0, 26, 0, 0, 0, 17, 6, 49
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\RecastTileUpdateHandler.cs", "C#", 0, 0, 0, 0, 0, 79, 0, 0, 0, 54, 27, 160
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\TargetMover.cs", "C#", 0, 0, 0, 0, 0, 51, 0, 0, 0, 15, 12, 78
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Materials\DiffuseAlwaysVisible.shader", "ShaderLab", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 16, 46
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Materials\Projector Light.shader", "ShaderLab", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 26
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\_Example Scenes.txt", "Django txt", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Base.cs", "C#", 0, 0, 0, 0, 0, 288, 0, 0, 0, 305, 93, 686
