Date : 2021-05-20 12:11:05
Directory : g:\SimpleRTS\SimpleRTS\Simplified_RTS
Total : 670 files,  137011 codes, 39399 comments, 29389 blanks, all 205799 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\AIPath.cs                                                                      | C#          |        222 |        216 |         78 |        516 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\IAstarAI.cs                                                                    | C#          |         31 |        330 |         26 |        387 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\NavmeshController.cs                                                           | C#          |          0 |          3 |          2 |          5 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\RichAI.cs                                                                      | C#          |        285 |        195 |         94 |        574 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\RichPath.cs                                                                    | C#          |        581 |        157 |        156 |        894 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\Seeker.cs                                                                      | C#          |        225 |        304 |         74 |        603 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AI\TurnBasedAI.cs                                                                 | C#          |         19 |          3 |          4 |         26 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AstarData.cs                                                                      | C#          |        412 |        228 |        109 |        749 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AstarMath.cs                                                                      | C#          |        799 |        483 |        247 |      1,529 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\AstarPath.cs                                                                      | C#          |        844 |      1,013 |        306 |      2,163 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\GraphUpdateScene.cs                                                               | C#          |        209 |        132 |         58 |        399 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\GraphUpdateShape.cs                                                               | C#          |         96 |         32 |         16 |        144 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\AnimationLink.cs                                                             | C#          |         98 |          1 |         24 |        123 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ArrayPool.cs                                                                 | C#          |        112 |         68 |         19 |        199 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\AstarDebugger.cs                                                             | C#          |        233 |         35 |         77 |        345 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\BinaryHeap.cs                                                                | C#          |        191 |         82 |         52 |        325 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\Draw.cs                                                                      | C#          |         71 |          1 |         20 |         92 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\EditorResourceHelper.cs                                                      | C#          |         73 |         10 |         15 |         98 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphEditorBase.cs                                                           | C#          |          7 |          2 |          2 |         11 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphModifier.cs                                                             | C#          |        119 |         57 |         29 |        205 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphUpdateProcessor.cs                                                      | C#          |        229 |         65 |         61 |        355 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\GraphUtilities.cs                                                            | C#          |        146 |        100 |         26 |        272 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\HierarchicalGraph.cs                                                         | C#          |        222 |         77 |         48 |        347 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\Int3.cs                                                                      | C#          |        220 |         32 |         63 |        315 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ListPool.cs                                                                  | C#          |        115 |         74 |         23 |        212 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\MovementUtilities.cs                                                         | C#          |         71 |         77 |         27 |        175 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\NodeLink.cs                                                                  | C#          |        116 |         16 |         26 |        158 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\NodeLink2.cs                                                                 | C#          |        220 |         32 |         57 |        309 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\NodeLink3.cs                                                                 | C#          |        228 |         18 |         68 |        314 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ObjectPool.cs                                                                | C#          |         65 |         56 |         11 |        132 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathInterpolator.cs                                                          | C#          |        144 |         27 |         36 |        207 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathPool.cs                                                                  | C#          |         65 |         11 |         13 |         89 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathProcessor.cs                                                             | C#          |        337 |        137 |        110 |        584 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\PathReturnQueue.cs                                                           | C#          |         42 |         20 |         12 |         74 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\StackPool.cs                                                                 | C#          |         46 |         40 |         13 |         99 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\ThreadControlQueue.cs                                                        | C#          |        179 |         61 |         44 |        284 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\WindowsStoreCompatibility.cs                                                 | C#          |        111 |         15 |         23 |        149 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Misc\WorkItemProcessor.cs                                                         | C#          |        166 |        129 |         43 |        338 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Nodes\GraphNode.cs                                                                | C#          |        330 |        385 |         97 |        812 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Path.cs                                                                           | C#          |        381 |        361 |        111 |        853 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\PathHandler.cs                                                                    | C#          |        100 |         76 |         34 |        210 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOAgent.cs                                                                   | C#          |        552 |        236 |        185 |        973 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOCoreObstacle.cs                                                            | C#          |         12 |          9 |          7 |         28 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOCoreSimulator.cs                                                           | C#          |        408 |        355 |        125 |        888 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOLine.cs                                                                    | C#          |          7 |          4 |          2 |         13 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\RVO\RVOQuadtree.cs                                                                | C#          |        179 |         32 |         30 |        241 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\JsonConverters.cs                                                   | C#          |          0 |          3 |          2 |          5 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\JsonSerializer.cs                                                   | C#          |        581 |        154 |        175 |        910 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\SimpleJsonReplacement.cs                                            | C#          |          0 |          3 |          2 |          5 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\SimpleZipReplacement.cs                                             | C#          |         62 |          0 |         18 |         80 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\Serialization\TinyJson.cs                                                         | C#          |        365 |         30 |         53 |        448 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Core\astarclasses.cs                                                                   | C#          |        486 |        517 |        140 |      1,143 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Documentation\documentation.html                                                       | Django HTML |     15,380 |          0 |      1,665 |     17,045 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Documentation\index.md                                                                 | Markdown    |          6 |          0 |          2 |          8 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AIBaseEditor.cs                                                                 | C#          |        107 |          3 |         23 |        133 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AILerpEditor.cs                                                                 | C#          |         30 |          0 |          4 |         34 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AnimationLinkEditor.cs                                                          | C#          |         21 |          0 |          4 |         25 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AstarPathEditor.cs                                                              | C#          |      1,081 |        107 |        304 |      1,492 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AstarUpdateChecker.cs                                                           | C#          |        228 |         36 |         44 |        308 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\AstarUpdateWindow.cs                                                            | C#          |         81 |          1 |         22 |        104 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\CustomGraphEditorAttribute.cs                                                   | C#          |         12 |          4 |          4 |         20 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\Navmesh.cginc                                            | HLSL        |         51 |         19 |          8 |         78 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\Navmesh.shader                                           | ShaderLab   |         89 |          2 |         28 |        119 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\NavmeshOutline.shader                                    | ShaderLab   |         70 |          3 |         15 |         88 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\GraphEditor.cs                                                     | C#          |        105 |         14 |         25 |        144 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\GridGeneratorEditor.cs                                             | C#          |        604 |         20 |        150 |        774 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\LayerGridGraphEditor.cs                                            | C#          |         52 |          4 |         19 |         75 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\NavMeshGeneratorEditor.cs                                          | C#          |         28 |          0 |         10 |         38 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\PointGeneratorEditor.cs                                            | C#          |         42 |          0 |         15 |         57 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphEditors\RecastGraphEditor.cs                                               | C#          |        193 |         12 |         58 |        263 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\GraphUpdateSceneEditor.cs                                                       | C#          |        257 |         11 |         51 |        319 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyAIPathEditor2.cs                                                   | C#          |         16 |          0 |          2 |         18 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyEditorHelper2.cs                                                   | C#          |         28 |          0 |          2 |         30 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyRVOControllerEditor2.cs                                            | C#          |         11 |          0 |          2 |         13 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyRichAIEditor2.cs                                                   | C#          |         11 |          0 |          2 |         13 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\ModifierEditors\RaycastModifierEditor.cs                                        | C#          |         26 |          0 |          6 |         32 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\ModifierEditors\SmoothModifierEditor.cs                                         | C#          |         39 |          0 |          7 |         46 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\NavmeshCutEditor.cs                                                             | C#          |         50 |          0 |         10 |         60 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVOControllerEditor.cs                                                          | C#          |         56 |          0 |          9 |         65 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVONavmeshEditor.cs                                                             | C#          |         10 |          0 |          2 |         12 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVOSimulatorEditor.cs                                                           | C#          |         22 |          0 |          3 |         25 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RVOSquareObstacleEditor.cs                                                      | C#          |         11 |          0 |          2 |         13 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\RecastMeshObjEditor.cs                                                          | C#          |         54 |          0 |         11 |         65 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Editor\SeekerEditor.cs                                                                 | C#          |        115 |          3 |         21 |        139 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\GroupController.cs                                         | C#          |        100 |         10 |         30 |        140 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\LightweightRVO.cs                                          | C#          |        219 |         43 |         57 |        319 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\RVOAgentPlacer.cs                                          | C#          |         36 |          6 |         16 |         58 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example11_RVO\RVOExampleAgent.cs                                         | C#          |        131 |         30 |         36 |        197 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example12_Procedural\ProceduralGridMover.cs                              | C#          |        193 |        124 |         48 |        365 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example12_Procedural\ProceduralWorld.cs                                  | C#          |        175 |         52 |         55 |        282 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example13_Moving\BezierMover.cs                                          | C#          |         53 |          6 |         15 |         74 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example13_Moving\LocalSpaceGraph.cs                                      | C#          |         20 |          2 |          4 |         26 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example13_Moving\LocalSpaceRichAI.cs                                     | C#          |         26 |         30 |          6 |         62 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\Astar3DButton.cs                             | C#          |         12 |          3 |          4 |         19 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\HexagonTrigger.cs                            | C#          |         31 |          2 |          6 |         39 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\TurnBasedDoor.cs                             | C#          |         50 |          9 |         14 |         73 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example14_TurnBased_Hexagon\TurnBasedManager.cs                          | C#          |        119 |         23 |         40 |        182 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example16_RVO 2D\ExampleMover.cs                                         | C#          |         20 |          1 |          5 |         26 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example3_Recast_Navmesh1\MecanimBridge.cs                                | C#          |         75 |         44 |         30 |        149 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example8_PathTypes\PathTypesDemo.cs                                      | C#          |        264 |         36 |         75 |        375 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Example8_PathTypes\SquareShader.shader                                   | ShaderLab   |         95 |          5 |         11 |        111 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\AstarSmoothFollow2.cs                                     | C#          |         30 |          4 |          5 |         39 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\DoorController.cs                                         | C#          |         38 |          9 |         13 |         60 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\DynamicGridObstacle.cs                                    | C#          |        110 |         61 |         33 |        204 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\ManualRVOAgent.cs                                         | C#          |         21 |          8 |          8 |         37 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\MineBotAI.cs                                              | C#          |         32 |         14 |          6 |         52 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\MineBotAnimation.cs                                       | C#          |         32 |         31 |         11 |         74 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\NavmeshClamp.cs                                           | C#          |         39 |         10 |          7 |         56 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\ObjectPlacer.cs                                           | C#          |         52 |         14 |         13 |         79 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\RecastTileUpdate.cs                                       | C#          |         26 |         17 |          6 |         49 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\RecastTileUpdateHandler.cs                                | C#          |         79 |         54 |         27 |        160 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\ExampleScripts\TargetMover.cs                                            | C#          |         51 |         15 |         12 |         78 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Materials\DiffuseAlwaysVisible.shader                                    | ShaderLab   |         30 |          0 |         16 |         46 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\Materials\Projector Light.shader                                         | ShaderLab   |         26 |          0 |          0 |         26 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\ExampleScenes\_Example Scenes.txt                                                      | Django txt  |          2 |          0 |          0 |          2 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Base.cs                                                                     | C#          |        288 |        305 |         93 |        686 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\GridGenerator.cs                                                            | C#          |      1,365 |        917 |        406 |      2,688 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\LayerGridGraphGenerator.cs                                                  | C#          |        868 |        202 |        231 |      1,301 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\NavMeshGenerator.cs                                                         | C#          |        161 |         60 |         52 |        273 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\NavmeshBase.cs                                                              | C#          |        935 |        435 |        262 |      1,632 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\NodeClasses\GridNode.cs                                                     | C#          |        556 |        181 |        144 |        881 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\NodeClasses\GridNodeBase.cs                                                 | C#          |        207 |         98 |         58 |        363 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\NodeClasses\PointNode.cs                                                    | C#          |        143 |         81 |         40 |        264 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\NodeClasses\TriangleMeshNode.cs                                             | C#          |        250 |        120 |         91 |        461 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\PointGenerator.cs                                                           | C#          |        435 |        223 |        109 |        767 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\QuadtreeGraph.cs                                                            | C#          |          0 |          3 |          2 |          5 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\RecastGenerator.cs                                                          | C#          |        471 |        372 |        152 |        995 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\BBTree.cs                                                         | C#          |        359 |        103 |         86 |        548 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\EuclideanEmbedding.cs                                             | C#          |        279 |         93 |         69 |        441 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\GraphTransform.cs                                                 | C#          |        141 |         43 |         32 |        216 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\GridLookup.cs                                                     | C#          |        132 |         35 |         26 |        193 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\NavMeshRenderer.cs                                                | C#          |          0 |          3 |          2 |          5 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\NavmeshTile.cs                                                    | C#          |         38 |         18 |         21 |         77 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\ObjImporter.cs                                                    | C#          |        212 |         15 |         17 |        244 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\PointKDTree.cs                                                    | C#          |        212 |         53 |         45 |        310 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\RecastBBTree.cs                                                   | C#          |        125 |         26 |         33 |        184 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\RecastMeshGatherer.cs                                             | C#          |        384 |         75 |        112 |        571 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\RecastMeshObj.cs                                                  | C#          |         89 |         57 |         32 |        178 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\TileHandler.cs                                                    | C#          |        714 |        258 |        219 |      1,191 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\DebugUtility.cs                                            | C#          |          0 |          3 |          2 |          5 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelClasses.cs                                            | C#          |        354 |        101 |         99 |        554 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelContour.cs                                            | C#          |        621 |         82 |        170 |        873 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelMesh.cs                                               | C#          |        217 |         73 |         64 |        354 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelPolygonClipper.cs                                     | C#          |        122 |         45 |         35 |        202 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelRasterization.cs                                      | C#          |        533 |        159 |        196 |        888 |
